"Date","Name","Subject","FromLabel","FromEmail","PreviewText","TemplateId","HtmlChars"
"2025-11-09","SALE | 091125 | Best Before BF Day 3 - Email 3","[⏳ 20 slots left] FINAL CALL...our BIGGEST SALE of the year is ending...","Michelle @ Afroyla","michelle@afroyla.com","","VMBwYJ","35555"
"2025-11-09","SALE | 091125 | Best Before BF Day 3 - Email 3 - BUY GIFT","[⏳ 20 slots left] FINAL CALL...our BIGGEST SALE of the year is ending...","Michelle @ Afroyla","michelle@afroyla.com","","WVWRJP","35431"
"2025-11-09","SALE | 091125 | Best Before BF Day 3 - Email 2","[⏰11h left] “Should I wait for Black Friday?” (Hint: NO)","Michelle @ Afroyla","michelle@afroyla.com","","QP7amq","35019"
"2025-11-09","SALE | 091125 | Best Before BF Day 3 - Email 1 - Buy Gift","[⏰15h left] “Thank you for taking my money” (yes she really said that 🤣)","Michelle @ Afroyla","michelle@afroyla.com","","WeYzaL","35887"
"2025-11-09","SALE | 091125 | Best Before BF Day 3 - Email 1","[⏰15h left] “Thank you for taking my money” (yes she really said that 🤣)","Michelle @ Afroyla","michelle@afroyla.com","","Rwgdq6","35279"
"2025-11-09","SALE | 081125 | Best Before BF Day 2 - Email 2","Uh-oh… we forgot this in the rules for 50% off discount","Michelle @ Afroyla","michelle@afroyla.com","So… there’s NO limit on how many you can gift","Tnh874","33522"
"2025-11-08","SALE | 081125 | Best Before BF Day 2 - Email 1","I read it three times... With packing tape stuck in my hair.","Michelle @ Afroyla","michelle@afroyla.com","signs that say you want Afroyla","Rk2vr5","34530"
"2025-11-08","SALE | 081125 | Best Before BF Day 2 - Email 1 - Buy GIFT","How to pick the “perfect” gift for your Black queens","Michelle @ Afroyla","michelle@afroyla.com","at the half price...","YeLwjz","33934"
"2025-11-08","SALE | 071125 | Best Before BF Email 3 - Buy GIFT","This is the best Afroyla deal you’ll get","Michelle @ Afroyla","michelle@afroyla.com","","QUcfH3","33485"
"2025-11-08","SALE | 071125 | Best Before BF Email 3","bag you’ve been eyeing… is sold out???","Michelle @ Afroyla","michelle@afroyla.com","The bag that matches the energy you’re walking into 2026 with...","TtkGwk","34028"
"2025-11-07","SALE | 071125 | Best Before BF Email 2","I was obsessed with last year's BLACK FRIDAY...This year? We’re doing it right.","Michelle @ Afroyla","michelle@afroyla.com","The biggest Afroyla deal of the year...is happening now","VH3EuJ","33502"
"2025-11-07","SALE | 071125 | Best Before BF Email 1 - Buy GIFT","[ANNOUNCEMENT] Our BIGGGGGGEST Sale Just Dropped...","Michelle @ Afroyla","michelle@afroyla.com","FROM 50% OFF...NOW","UKbRgq","33931"
"2025-11-07","SALE | 071125 | Best Before BF Email 1 - Buy Herself","[ANNOUNCEMENT] Our BIGGGGGGEST Sale Just Dropped...","Michelle @ Afroyla","michelle@afroyla.com","FROM 50% OFF...NOW","TA22sw","34058"
"2025-11-07","SALE | 071125 | Best Before BF Email 1 - SLAY HOLIDAY","[ANNOUNCEMENT] Our BIGGGGGGEST Afroyla Sale Just Dropped...","Michelle @ Afroyla","michelle@afroyla.com","FROM 50% OFF...NOW","S9nnm3","33554"
"2025-11-06","6Story | 061125 | Best Before BF Teaser 4 - Buy Herself","🚨 ONLY. ONE. DAY. LEFT. 🚨","Michelle @ Afroyla","michelle@afroyla.com","The Slay Queens are getting READY...","RF2HBw","38567"
"2025-11-06","Story | 061125 | Best Before BF Teaser 4 - Buy Gift","🚨 ONLY. ONE. DAY. LEFT. 🚨","Michelle @ Afroyla","michelle@afroyla.com","pls read if you're shopping for someone special (your wife, mom, daughter, bestie…)","VygKFZ","37188"
"2025-11-05","Story | 051125 | Best Before BF Teaser 3 - Buy Gift","For the Woman Who’s Always Put You First…","Michelle @ Afroyla","michelle@afroyla.com","Give Her the Bag She’ll Never Be Able to Buy Again","RVAR2n","34814"
"2025-11-05","Story | 051125 | Best Before BF Teaser 3 - Buy Herself","These Bags Will Never Be Restocked. Ever...Here's Why...","Michelle @ Afroyla","michelle@afroyla.com","Read This If You Love Having a Bag Nobody Else Has","VdmkKV","34814"
"2025-11-04","Story | 041125 | Best Before BF Teaser 2 - Buy Herself","THIS. IS. NOT. A. PRE-SALE.","Michelle @ Afroyla","michelle@afroyla.com","(it’s THE BIGGGEST SALE)","YvPFpB","35526"
"2025-11-03","Story | 031125 | Best Before BF Teaser 1 - Gift-givers","We’re doing Black Friday… before Black Friday","Michelle @ Afroyla","michelle@afroyla.com","","TerDRb","34217"
"2025-11-03","Story | 031125 | Best Before BF Teaser 1 - Buy Herself","We’re doing Black Friday… before Black Friday","Michelle @ Afroyla","michelle@afroyla.com","","R2tYRV","34190"
"2025-11-02","Story | 021125 | Black-owned","Wait… is Afroyla Black-owned?","Michelle @ Afroyla","michelle@afroyla.com","","YjsAMm","35742"
"2025-11-01","Story | 011125 | Special Agents","We’ve been running a secret mission…","Michelle @ Afroyla","michelle@afroyla.com","","W89uS5","34179"
